word,mean,sd
deaf,3.27,1.43
intertwining,3.27,1.6
larval,3.27,1.28
mammalian,3.27,1.71
menstrual,3.27,1.39
nonslip,3.27,1.48
odorous,3.27,1.31
overlapping,3.27,1.31
saltier,3.27,1.51
single,3.27,1.35
slobbery,3.27,1.51
starlit,3.27,1.48
suburban,3.27,1.4
whitish,3.27,1.35
half,3.27,1.51
accounting,3.27,1.66
airsickness,3.27,1.31
autumn,3.27,1.32
backcountry,3.27,1.19
bit,3.27,1.62
borrower,3.27,1.36
bro,3.27,1.25
callback,3.27,1.56
callus,3.27,1.51
confederate,3.27,1.28
design,3.27,1.59
dickhead,3.27,1.46
dissembler,3.27,1.43
fever,3.27,1.4
fleabag,3.27,1.43
gratuity,3.27,1.51
informant,3.27,1.11
jeering,3.27,1.37
joyride,3.27,0.83
lowlife,3.27,1.61
lunatic,3.27,1.48
modulator,3.27,1.56
molecule,3.27,1.43
monochrome,3.27,1.34
quotation,3.27,1.37
racketeer,3.27,1.4
sipper,3.27,1.49
spurt,3.27,1.36
stuffer,3.27,1.34
tart,3.27,1.54
unmentionables,3.27,1.71
walkabout,3.27,1.34
westerner,3.27,1.43
sixtieth,3.27,1.64
aim,3.27,1.23
bludgeoned,3.27,1.4
caught,3.27,1.28
cocked,3.27,1.43
divided,3.27,1.08
douse,3.27,1.37
fornicated,3.27,1.48
frisking,3.27,1.48
gape,3.27,1.42
gumming,3.27,1.51
handcrafted,3.27,1.34
sag,3.27,1.37
unbend,3.27,1.46
unchain,3.27,1.39
abductee,3.27,1.44
birdlife,3.27,1.42
cloudily,3.27,1.34
earthlike,3.27,1.31
endorsee,3.27,1.46
fleshiness,3.27,1.51
folklorist,3.27,1.52
grunter,3.27,1.34
jabberer,3.27,1.37
knoblike,3.27,1.37
sidespin,3.27,1.54
sixtyfold,3.27,1.69
sourness,3.27,1.41
swearword,3.27,1.28
unlabeled,3.27,1.34
venturer,3.27,1.24
waterless,3.27,1.36
welted,3.27,1.35
drop out,3.27,1.53
glance over,3.27,1.57
minimum wage,3.27,1.46
set out,3.27,1.56
tear down,3.27,1.28
user interface,3.27,1.46
lipless,3.26,1.48
malnourished,3.26,1.35
microbial,3.26,1.26
monochromatic,3.26,1.56
moped,3.26,1.53
multiple,3.26,1.35
reburial,3.26,1.4
slimy,3.26,1.53
smudgy,3.26,1.26
uncrushed,3.26,1.48
windblown,3.26,1.13
grindingly,3.26,1.23
hoppy,3.26,1.35
jag,3.26,1.42
accent,3.26,1.16
accident,3.26,1.48
alignment,3.26,1.37
background,3.26,1.36
bottling,3.26,1.38
cheapskate,3.26,1.56
cholera,3.26,1.51
clunk,3.26,1.51
crackpot,3.26,1.46
detention,3.26,1.48
distributer,3.26,1.46
dredging,3.26,1.45
endpoint,3.26,1.46
evening,3.26,1.58
folktale,3.26,1.4
glimmer,3.26,1.32
hibernation,3.26,1.38
jerk,3.26,1.45
lackey,3.26,1.57
legroom,3.26,1.02
marauder,3.26,1.45
measurement,3.26,1.35
mediator,3.26,1.26
messiah,3.26,1.43
mitochondria,3.26,1.6
moaner,3.26,1.56
nitwit,3.26,1.48
northeaster,3.26,1.4
playgirl,3.26,1.4
quip,3.26,1.29
rainmaker,3.26,1.63
realty,3.26,1.63
roundup,3.26,1.32
straightness,3.26,1.36
supporter,3.26,1.2
syllable,3.26,1.58
terabyte,3.26,1.29
triathlon,3.26,1.75
nineteen,3.26,1.58
condense,3.26,1.4
depressurize,3.26,1.51
devouring,3.26,1.2
dispense,3.26,1.38
flirt,3.26,1.26
follow,3.26,1.35
grasping,3.26,1.32
handed,3.26,1.46
mumbling,3.26,1.68
outlined,3.26,1.32
overwrite,3.26,1.26
penning,3.26,1.42
pinning,3.26,1.58
publish,3.26,1.46
quaking,3.26,1.32
raping,3.26,1.41
rearrange,3.26,1.32
reboot,3.26,1.21
ruptured,3.26,1.13
scaling,3.26,1.38
separates,3.26,1.38
shackling,3.26,1.35
shaken,3.26,1.34
shielded,3.26,1.32
sobbing,3.26,1.53
unclasp,3.26,1.35
unwire,3.26,1.4
webcasting,3.26,1.32
atlantic,3.26,1.72
coniferous,3.26,1.6
cratered,3.26,1.48
diluter,3.26,1.56
entwinement,3.26,1.42
midyear,3.26,1.32
nonreader,3.26,1.4
odoriferous,3.26,1.57
photofinishing,3.26,1.38
pulverization,3.26,1.26
reroof,3.26,1.35
subtropics,3.26,1.29
unstamped,3.26,1.51
windiness,3.26,1.29
wisecracker,3.26,1.42
workfolk,3.26,1.36
air pollution,3.26,1.13
dash off,3.26,1.48
shut down,3.26,1.35
single out,3.26,1.56
arching,3.25,1.32
bluer,3.25,1.43
bridal,3.25,1.14
coarse,3.25,1.35
inverted,3.25,1.17
multilayered,3.25,1.43
ovarian,3.25,1.48
phonographic,3.25,1.58
respiratory,3.25,1.4
separate,3.25,1.24
southwestern,3.25,1.36
stringed,3.25,1.53
tropical,3.25,1.4
uncapped,3.25,1.51
undocked,3.25,1.32
unsnapped,3.25,1.39
whole,3.25,1.62
upstate,3.25,1.26
vocally,3.25,1.4
slobbers,3.25,1.36
anemia,3.25,1.21
brethren,3.25,1.62
capitalization,3.25,1.55
cardiology,3.25,1.35
chooser,3.25,1.52
compensation,3.25,1.42
computing,3.25,1.53
dangler,3.25,1.45
divorce,3.25,1.62
docking,3.25,1.17
economist,3.25,1.55
emitter,3.25,1.39
genie,3.25,1.62
inning,3.25,1.48
jailbait,3.25,1.26
matte,3.25,1.43
microgram,3.25,1.51
micron,3.25,1.59
opus,3.25,1.48
pi,3.25,1.73
popover,3.25,1.48
primavera,3.25,1.57
proclamation,3.25,1.38
recycling,3.25,1.4
remark,3.25,1.29
scamp,3.25,1.29
sharer,3.25,1.22
shuffling,3.25,1.29
southwest,3.25,1.38
stabilizer,3.25,1.29
stunner,3.25,1.35
timeout,3.25,1.42
trafficker,3.25,1.43
ugliness,3.25,1.54
weeknight,3.25,1.6
workweek,3.25,1.29
year,3.25,1.32
on,3.25,1.69
blossomed,3.25,1.14
dampen,3.25,1.21
deflect,3.25,1.29
drying,3.25,1.4
leaving,3.25,1.24
mauling,3.25,1.32
meditate,3.25,1.24
move,3.25,1.43
scolding,3.25,1.27
stopped,3.25,1.4
streaming,3.25,1.51
treading,3.25,1.27
yapped,3.25,1.39
centermost,3.25,1.35
crumbliness,3.25,1.32
deputyship,3.25,1.29
endorser,3.25,1.6
honeymooner,3.25,1.53
incarcerator,3.25,1.57
kickstart,3.25,1.32
leftmost,3.25,1.6
merrymaker,3.25,1.38
methodologist,3.25,1.48
nonwhite,3.25,1.51
patchiness,3.25,1.32
shininess,3.25,1.46
showbusiness,3.25,1.24
skirmisher,3.25,1.42
subdirectory,3.25,1.55
unbraided,3.25,1.48
unfenced,3.25,1.45
cast out,3.25,1.6
drift away,3.25,1.27
fire up,3.25,1.39
flip side,3.25,1.6
hearing loss,3.25,1.65
hold up,3.25,1.4
life support,3.25,1.08
performing arts,3.25,1.32
shake up,3.25,1.48
spending cut,3.25,1.51
bankrupt,3.24,1.55
bounding,3.24,1.39
breathy,3.24,1.3
brownish,3.24,1.38
commercial,3.24,1.55
congested,3.24,1.27
conical,3.24,1.45
inanimate,3.24,1.41
iridescent,3.24,1.53
leaner,3.24,1.33
lengthy,3.24,1.43
mangy,3.24,1.45
mute,3.24,1.33
rubbery,3.24,1.13
shimmery,3.24,1.51
westernmost,3.24,1.55
bimonthly,3.24,1.59
rumple,3.24,1.14
ancestor,3.24,1.2
banger,3.24,1.59
blindside,3.24,1.21
bobble,3.24,1.36
boogeyman,3.24,1.51
breadwinner,3.24,1.67
bulk,3.24,1.35
compatriot,3.24,1.36
contour,3.24,1.45
defacement,3.24,1.01
framework,3.24,1.24
gamma,3.24,1.55
healthcare,3.24,1.3
jumbo,3.24,1.42
liquidator,3.24,1.33
maelstrom,3.24,1.56
manifesto,3.24,1.41
monogamist,3.24,1.27
obesity,3.24,1.27
outpatient,3.24,1.38
persuader,3.24,1.3
preshow,3.24,1.48
purchaser,3.24,1.61
section,3.24,1.21
sidekick,3.24,1.46
starboard,3.24,1.56
sterilization,3.24,1.38
stunt,3.24,1.41
submerse,3.24,1.27
surprise,3.24,1.46
technology,3.24,1.41
underwriter,3.24,1.54
atop,3.24,1.64
bunted,3.24,1.39
calibrate,3.24,1.23
erode,3.24,1.24
gestate,3.24,1.51
infected,3.24,1.27
loosen,3.24,1.57
merge,3.24,1.27
oink,3.24,1.55
orate,3.24,1.39
play,3.24,1.3
release,3.24,1.5
salting,3.24,1.2
sanded,3.24,1.45
scraped,3.24,1.3
waste,3.24,1.46
assailer,3.24,1.48
berrylike,3.24,1.21
celebrator,3.24,1.27
fosterer,3.24,1.59
hinderer,3.24,1.41
interceder,3.24,1.51
knotless,3.24,1.64
socializer,3.24,1.35
change hands,3.24,1.71
dried up,3.24,1.2
even out,3.24,1.3
life insurance,3.24,1.48
speak up,3.24,1.38
word processing,3.24,1.5
audible,3.23,1.61
clawless,3.23,1.5
crinkly,3.23,1.25
fiery,3.23,1.55
malformed,3.23,1.38
northwesterly,3.23,1.34
sooty,3.23,1.48
sore,3.23,1.55
spiced,3.23,1.39
starchy,3.23,1.19
superheated,3.23,1.37
ugly,3.23,1.52
uncombed,3.23,1.56
unsaddled,3.23,1.34
vending,3.23,1.39
shaggy,3.23,1.31
spiller,3.23,1.27
adjuster,3.23,1.42
bauble,3.23,1.5
billon,3.23,1.56
boogie,3.23,1.33
championship,3.23,1.38
clearinghouse,3.23,1.48
competitor,3.23,1.36
constitution,3.23,1.68
coronation,3.23,1.31
curriculum,3.23,1.43
databank,3.23,1.42
downrange,3.23,1.34
enforcer,3.23,1.43
epidemic,3.23,1.28
epilogue,3.23,1.39
excavation,3.23,1.56
executor,3.23,1.59
formation,3.23,1.42
giantess,3.23,1.63
haunch,3.23,1.48
helpline,3.23,1.27
heretic,3.23,1.42
hyphenate,3.23,1.5
midbrain,3.23,1.56
nerd,3.23,1.07
outcry,3.23,1.38
palpation,3.23,1.45
peekaboo,3.23,1.39
sacking,3.23,1.56
slapper,3.23,1.48
snoozer,3.23,1.58
staggers,3.23,1.33
tale,3.23,1.48
thrasher,3.23,1.45
attached,3.23,1.14
dimmed,3.23,1.33
drained,3.23,1.3
fatten,3.23,1.48
heckle,3.23,1.45
pout,3.23,1.48
reattach,3.23,1.53
remold,3.23,1.34
shafted,3.23,1.39
squawking,3.23,1.54
subparagraph,3.23,1.61
traversing,3.23,1.37
twisted,3.23,1.38
uncorked,3.23,1.31
underlining,3.23,1.63
uproot,3.23,1.41
voiced,3.23,1.45
airpower,3.23,1.31
ambidexterity,3.23,1.43
beadlike,3.23,1.34
bendable,3.23,1.58
erectness,3.23,1.48
fluorescence,3.23,1.23
intoxicator,3.23,1.18
ionizer,3.23,1.34
nightshift,3.23,1.43
nutlike,3.23,1.31
photochemistry,3.23,1.58
reddishness,3.23,1.31
reforestation,3.23,1.28
thicketed,3.23,1.42
blind date,3.23,1.59
field work,3.23,1.39
hit list,3.23,1.33
interior design,3.23,1.24
take back,3.23,1.37
chipper,3.22,1.45
eastbound,3.22,1.34
saucy,3.22,1.22
small,3.22,1.67
ticklish,3.22,1.4
ultraviolet,3.22,1.34
urinary,3.22,1.34
vaulted,3.22,1.25
veiled,3.22,1.48
widowed,3.22,1.42
aground,3.22,1.28
absorption,3.22,1.48
apostle,3.22,1.37
backwoods,3.22,1.59
billionaire,3.22,1.6
biosphere,3.22,1.48
blueness,3.22,1.41
choreography,3.22,1.6
dunce,3.22,1.42
electrochemistry,3.22,1.41
episode,3.22,1.4
foreplay,3.22,1.22
fortification,3.22,1.45
grunge,3.22,1.34
hemophilia,3.22,1.42
levitation,3.22,1.31
melee,3.22,1.25
milestone,3.22,1.45
range,3.22,1.5
reunion,3.22,1.22
roughneck,3.22,1.48
rubric,3.22,1.35
slob,3.22,1.48
subscription,3.22,1.53
timbre,3.22,1.38
arrive,3.22,1.58
begging,3.22,1.37
born,3.22,1.22
browsing,3.22,1.67
chilled,3.22,1.42
dissolving,3.22,1.31
eject,3.22,1.28
emit,3.22,1.31
encrust,3.22,1.57
forged,3.22,1.42
mimic,3.22,1.31
perish,3.22,1.55
pillage,3.22,1.12
spearheaded,3.22,1.28
stargazing,3.22,1.31
stimulate,3.22,1.4
tabled,3.22,1.48
unfroze,3.22,1.55
unlink,3.22,1.53
untangling,3.22,1.05
vaporize,3.22,1.12
bottlelike,3.22,1.34
brusher,3.22,1.34
commencer,3.22,1.22
defreeze,3.22,1.51
domelike,3.22,1.12
driverless,3.22,1.28
flushness,3.22,1.24
franchiser,3.22,1.42
frothily,3.22,1.54
glassiness,3.22,1.2
mistiness,3.22,1.34
moonward,3.22,1.17
motorize,3.22,1.45
phototherapy,3.22,1.44
repave,3.22,1.58
reroll,3.22,1.35
sapless,3.22,1.48
simulcast,3.22,1.51
tarlike,3.22,1.09
tartness,3.22,1.58
youngling,3.22,1.67
carry on,3.22,1.58
carve up,3.22,1.15
cold snap,3.22,1.35
freak out,3.22,1.34
jack up,3.22,1.62
side effect,3.22,1.37
strike out,3.22,1.53
tighten up,3.22,1.34
asymmetrical,3.21,1.4
bare,3.21,1.21
chiller,3.21,1.59
closetful,3.21,1.28
colic,3.21,1.56
combustible,3.21,1.42
disabled,3.21,1.35
due,3.21,1.57
gastric,3.21,1.52
gastrointestinal,3.21,1.74
geographic,3.21,1.5
intercontinental,3.21,1.64
itchy,3.21,1.47
limber,3.21,1.47
massive,3.21,1.32
northeasterly,3.21,1.72
oxidized,3.21,1.45
pancreatic,3.21,1.42
panoramic,3.21,1.59
parched,3.21,1.54
patchy,3.21,1.29
penile,3.21,1.38
schematic,3.21,1.34
thermal,3.21,1.29
transcontinental,3.21,1.47
unclean,3.21,1.32
uncompleted,3.21,1.4
uneaten,3.21,1.32
ungraded,3.21,1.45
unstained,3.21,1.47
withering,3.21,1.26
dumdum,3.21,1.59
ill,3.21,1.47
alteration,3.21,1.32
altercation,3.21,1.32
aromatherapy,3.21,1.11
astringent,3.21,1.44
avatar,3.21,1.68
blackmailer,3.21,1.45
chronicler,3.21,1.32
communicator,3.21,1.53
consonant,3.21,1.52
creepers,3.21,1.55
cybersex,3.21,1.29
debriefing,3.21,1.45
delta,3.21,1.69
demos,3.21,1.32
destruction,3.21,1.17
diet,3.21,1.54
doubleheader,3.21,1.52
dramatist,3.21,1.53
edition,3.21,1.47
expo,3.21,1.55
fertilization,3.21,1.52
grunting,3.21,1.26
handler,3.21,1.26
heir,3.21,1.52
hunker,3.21,1.41
hybrid,3.21,1.17
inquisitor,3.21,1.54
kingship,3.21,1.6
meridian,3.21,1.68
ministry,3.21,1.5
misstep,3.21,1.32
northerner,3.21,1.4
orangey,3.21,1.32
papering,3.21,1.42
possessor,3.21,1.29
procession,3.21,1.55
promotion,3.21,1.14
protest,3.21,1.4
pruning,3.21,1.37
pulsation,3.21,1.44
rebate,3.21,1.29
refereeing,3.21,1.37
retractor,3.21,1.72
showdown,3.21,1.21
sidebar,3.21,1.41
sight,3.21,1.23
subsystem,3.21,1.42
testimony,3.21,1.42
transgressor,3.21,1.2
trickster,3.21,1.42
view,3.21,1.37
wanderer,3.21,1.47
warning,3.21,1.37
warranty,3.21,1.26
winner,3.21,1.45
worrier,3.21,1.42
thousandth,3.21,1.41
beaten,3.21,1.11
capture,3.21,1.68
dicing,3.21,1.52
dissect,3.21,1.45
egging,3.21,1.42
fathered,3.21,1.41
hide,3.21,1.4
immobilize,3.21,1.35
inhabit,3.21,1.32
lounging,3.21,1.21
muffle,3.21,1.57
mutter,3.21,1.4
open,3.21,1.75
overstuff,3.21,1.34
pegged,3.21,1.32
pray,3.21,1.5
refinish,3.21,1.5
reposition,3.21,1.41
resuscitate,3.21,1.38
rooted,3.21,1.47
roughhousing,3.21,1.47
salvage,3.21,1.4
sank,3.21,1.45
see,3.21,1.57
seeded,3.21,1.23
semisweet,3.21,1.45
spewing,3.21,1.15
stargaze,3.21,1.35
stoned,3.21,1.29
strode,3.21,1.41
swaying,3.21,1.5
thickening,3.21,1.42
timbered,3.21,1.35
transporting,3.21,1.61
trudge,3.21,1.5
twinkle,3.21,1.35
unload,3.21,1.5
widen,3.21,1.4
birdlike,3.21,1.34
bisectional,3.21,1.5
combiner,3.21,1.44
creamlike,3.21,0.94
crotched,3.21,1.45
dealmaker,3.21,1.5
dustproof,3.21,1.17
fishlike,3.21,1.34
grapelike,3.21,1.18
groaner,3.21,1.35
halloween,3.21,1.61
machinelike,3.21,1.37
neglector,3.21,1.37
opaqueness,3.21,1.45
rebind,3.21,1.22
soapiness,3.21,1.35
undusted,3.21,1.32
unfermented,3.21,1.57
voyageur,3.21,1.59
weatherworn,3.21,1.34
crystal clear,3.21,1.44
death sentence,3.21,1.52
rat race,3.21,1.4
slow motion,3.21,1.47
soak up,3.21,1.47
wise guy,3.21,1.59
barren,3.2,1.53
boxy,3.2,1.47
cardiovascular,3.2,1.45
close,3.2,1.32
exothermal,3.2,1.63
graphic,3.2,1.35
molten,3.2,1.32
phosphoric,3.2,1.32
stinking,3.2,1.38
unclosed,3.2,1.73
vinegary,3.2,1.63
wispy,3.2,1.35
wordy,3.2,1.41
freehand,3.2,1.24
midway,3.2,1.29
surgically,3.2,1.42
arbitrator,3.2,1.35
argon,3.2,1.55
backup,3.2,1.42
birthday,3.2,1.42
clink,3.2,1.54
damage,3.2,1.29
devastator,3.2,1.26
equinox,3.2,1.52
exfoliation,3.2,1.5
flirter,3.2,1.15
fumbler,3.2,1.32
hundred,3.2,1.61
hydroponics,3.2,1.41
infancy,3.2,1.37
litmus,3.2,1.5
logistician,3.2,1.58
migraine,3.2,1.45
network,3.2,1.32
paleontology,3.2,1.5
premises,3.2,1.45
preview,3.2,1.56
rehearsal,3.2,1.32
riffle,3.2,1.58
shortcut,3.2,1.42
tenet,3.2,1.55
thud,3.2,1.35
deepen,3.2,1.13
erecting,3.2,1.35
gouge,3.2,1.53
grown,3.2,1.45
interlock,3.2,1.38
jetted,3.2,1.22
plod,3.2,1.32
plugging,3.2,1.49
radiated,3.2,1.45
reconstruct,3.2,1.4
restring,3.2,1.38
scribing,3.2,1.19
shrinking,3.2,1.38
slanting,3.2,1.52
spew,3.2,1.53
ticketing,3.2,1.35
tongued,3.2,1.61
unstring,3.2,1.22
blackening,3.2,1.35
blackheart,3.2,1.66
decrescendo,3.2,1.63
dehorn,3.2,1.44
dilapidate,3.2,1.41
drafter,3.2,1.44
goriness,3.2,1.29
lacelike,3.2,1.29
mediterranean,3.2,1.47
noiseproof,3.2,1.45
noncircular,3.2,1.35
outscore,3.2,1.47
patternmaking,3.2,1.35
quarreler,3.2,1.38
tapeless,3.2,1.55
voodooist,3.2,1.65
loose cannon,3.2,1.35
soft spot,3.2,1.32
barefaced,3.19,1.47
beefy,3.19,1.24
bridgeless,3.19,1.49
catchable,3.19,1.33
chewy,3.19,1.5
citric,3.19,1.58
corporeal,3.19,1.55
crumbly,3.19,1.08
curried,3.19,1.33
fatal,3.19,1.44
fatter,3.19,1.02
fibrous,3.19,1.2
flimsy,3.19,1.21
garlicky,3.19,1.47
intravenous,3.19,1.71
older,3.19,1.42
oozy,3.19,1.47
ornate,3.19,1.36
rasping,3.19,1.17
socialist,3.19,1.36
uncrushable,3.19,1.33
bloodily,3.19,1.14
manually,3.19,1.36
addresser,3.19,1.64
easterner,3.19,1.42
abortionist,3.19,1.47
aerospace,3.19,1.41
afterschool,3.19,1.39
airplay,3.19,1.2
alumni,3.19,1.55
aphrodisiac,3.19,1.47
bandwidth,3.19,1.33
blip,3.19,1.52
cameo,3.19,1.52
chemo,3.19,1.62
chump,3.19,1.14
clatter,3.19,1.49
concussion,3.19,1.47
cosmos,3.19,1.69
decade,3.19,1.62
defender,3.19,1.36
discoloration,3.19,1.14
duelist,3.19,1.44
facade,3.19,1.39
facsimile,3.19,1.71
fermentation,3.19,1.3
fool,3.19,1.44
genetics,3.19,1.49
ghost,3.19,1.47
grammar,3.19,1.64
gridlock,3.19,1.44
job,3.19,1.62
legwork,3.19,1.49
liberator,3.19,1.59
lollapalooza,3.19,1.65
luminescence,3.19,1.55
menopause,3.19,1.52
murmur,3.19,1.47
nappy,3.19,1.71
newshound,3.19,1.33
osteoporosis,3.19,1.57
ovulation,3.19,1.3
particulate,3.19,1.6
prettiness,3.19,1.42
professorship,3.19,1.44
region,3.19,1.14
rewriter,3.19,1.27
scheduler,3.19,1.36
screener,3.19,1.47
seamlessness,3.19,1.24
slut,3.19,1.36
storminess,3.19,1.36
supremacist,3.19,1.33
symptom,3.19,1.24
tidbit,3.19,1.67
tightwad,3.19,1.42
translucence,3.19,1.36
undergrad,3.19,1.52
undergraduate,3.19,1.44
unisex,3.19,1.55
uprights,3.19,1.66
verse,3.19,1.19
wailer,3.19,1.39
waveform,3.19,1.63
seventeen,3.19,1.49
blastoff,3.19,1.11
conceal,3.19,1.57
croon,3.19,1.23
detonate,3.19,1.27
fed,3.19,1.5
fluttering,3.19,1.55
fuck,3.19,1.64
gearing,3.19,1.42
install,3.19,1.26
lugged,3.19,1.27
oversleep,3.19,1.47
pilfer,3.19,1.47
preheated,3.19,1.22
reappear,3.19,1.49
reside,3.19,1.27
skimmed,3.19,1.21
slept,3.19,1.27
sodomize,3.19,1.5
splice,3.19,1.27
stat,3.19,1.47
stopping,3.19,1.44
suffocating,3.19,1.04
swoop,3.19,1.39
tallish,3.19,1.24
tinker,3.19,1.44
turning,3.19,1.36
veer,3.19,1.7
writhing,3.19,1.42
bagginess,3.19,1.17
benefiter,3.19,1.44
bladderless,3.19,1.7
bumpily,3.19,1.41
contaminator,3.19,1.18
creaminess,3.19,1.23
dissolvable,3.19,1.3
fibrousness,3.19,1.27
foliated,3.19,1.55
fossilize,3.19,1.3
liquefier,3.19,1.39
misspelling,3.19,1.47
nonmalleable,3.19,1.49
reshipment,3.19,1.6
twistable,3.19,1.3
unawake,3.19,1.6
bow out,3.19,1.33
bring back,3.19,1.49
dark matter,3.19,1.36
day off,3.19,1.73
knock off,3.19,1.57
money laundering,3.19,1.57
mother tongue,3.19,1.47
round robin,3.19,1.42
rub off,3.19,1.36
stamp out,3.19,1.3
sudden death,3.19,1.55
trump card,3.19,1.63
under fire,3.19,1.42
shopkeeping,3.18,1.19
accelerated,3.18,1.36
bouncy,3.18,1.52
incumbent,3.18,1.5
interlocking,3.18,1.06
loose,3.18,1.31
orphaned,3.18,1.39
polar,3.18,1.49
quadruple,3.18,1.49
scrotal,3.18,1.47
seasick,3.18,1.49
southbound,3.18,1.54
tiered,3.18,1.59
toothy,3.18,1.42
transparent,3.18,1.09
zesty,3.18,1.16
long,3.18,1.39
southward,3.18,1.42
commencement,3.18,1.44
debate,3.18,1.36
dislocation,3.18,1.44
fatness,3.18,1.36
feud,3.18,1.25
fray,3.18,1.36
fund,3.18,1.44
goofball,3.18,1.61
locator,3.18,1.14
narrative,3.18,1.42
pallor,3.18,1.3
pickings,3.18,1.33
protegee,3.18,1.42
repeater,3.18,1.68
siege,3.18,1.25
sleazebag,3.18,1.36
weekday,3.18,1.47
bending,3.18,1.47
bolting,3.18,1.44
clustering,3.18,1.22
creviced,3.18,1.33
descend,3.18,1.39
dowse,3.18,1.44
evict,3.18,1.25
gassing,3.18,1.42
hearing,3.18,1.42
intercept,3.18,1.28
jabbering,3.18,1.49
launder,3.18,1.16
rounding,3.18,1.36
spreading,3.18,1.42
storekeeping,3.18,1.52
telemarketing,3.18,1.49
throttling,3.18,1.25
uncouple,3.18,1.12
bimolecular,3.18,1.37
breeching,3.18,1.33
craterlike,3.18,1.16
dustiness,3.18,1.44
elbowroom,3.18,1.25
estimator,3.18,1.47
guildsman,3.18,1.53
herbicidal,3.18,1.36
lapelled,3.18,1.5
overleap,3.18,1.4
snapback,3.18,1.47
stretchiness,3.18,1.61
back off,3.18,1.28
end product,3.18,1.33
identity theft,3.18,1.36
keep off,3.18,1.42
mass media,3.18,1.22
pull together,3.18,1.59
antibacterial,3.17,1.23
antiviral,3.17,1.23
blinding,3.17,1.46
decrepit,3.17,1.24
gargantuan,3.17,1.4
grizzly,3.17,1.39
inactive,3.17,1.36
jittery,3.17,1.39
mechanical,3.17,1.28
metalloid,3.17,1.37
movable,3.17,1.34
petrified,3.17,1.36
saturated,3.17,1.26
scented,3.17,1.31
shatterproof,3.17,1.49
teeny,3.17,1.29
threadlike,3.17,1.37
twinkly,3.17,1.36
unwired,3.17,1.26
vascular,3.17,1.26
yearly,3.17,1.56
backwards,3.17,1.44
intravenously,3.17,1.31
deforest,3.17,1.36
drew,3.17,1.49
fuller,3.17,1.34
adrenalin,3.17,1.51
anagrams,3.17,1.49
caseload,3.17,1.42
catchphrase,3.17,1.28
conservationist,3.17,1.44
coupe,3.17,1.71
distance,3.17,1.47
editing,3.17,1.36
egghead,3.17,1.72
election,3.17,1.42
extortionist,3.17,1.51
forgiver,3.17,1.37
funding,3.17,1.28
icebreaker,3.17,1.56
kickback,3.17,1.31
kilo,3.17,1.56
lookalike,3.17,1.42
megaton,3.17,1.63
meltdown,3.17,1.3
nightlife,3.17,1.63
outskirts,3.17,1.58
overdraft,3.17,1.46
ping,3.17,1.44
placebo,3.17,1.56
playoffs,3.17,1.44
prostitution,3.17,1.37
puritan,3.17,1.49
rasp,3.17,1.44
reconstruction,3.17,1.26
repellant,3.17,1.44
repetition,3.17,1.4
shelling,3.17,1.42
suspension,3.17,1.36
tempest,3.17,1.47
thing,3.17,1.42
touchup,3.17,1.39
triage,3.17,1.51
amble,3.17,1.31
arise,3.17,1.26
attend,3.17,1.2
backfiring,3.17,1.42
balancing,3.17,1.39
blotched,3.17,1.39
blurt,3.17,1.44
dashed,3.17,1.34
dilated,3.17,1.44
discuss,3.17,1.51
enlarge,3.17,1.44
flamed,3.17,1.51
flew,3.17,1.34
gamble,3.17,1.68
hover,3.17,1.28
intertwine,3.17,1.36
mingle,3.17,1.49
mislabel,3.17,1.42
oscillate,3.17,1.39
prizewinning,3.17,1.36
rescue,3.17,1.17
scored,3.17,1.2
unearth,3.17,1.54
unearthed,3.17,1.39
baglike,3.17,1.3
bioactive,3.17,1.46
capricorn,3.17,1.42
circumnavigator,3.17,1.56
corrugate,3.17,1.28
echoless,3.17,1.52
midsentence,3.17,1.28
nonconductor,3.17,1.42
nonmagnetic,3.17,1.36
openhanded,3.17,1.47
retouch,3.17,1.36
scabbiness,3.17,1.64
skinniness,3.17,1.34
soother,3.17,1.58
spiderlike,3.17,1.2
unexcavated,3.17,1.44
varnisher,3.17,1.19
veneering,3.17,1.5
verticalness,3.17,1.43
brand new,3.17,1.54
pin down,3.17,1.47
practical joke,3.17,1.31
road game,3.17,1.55
third world,3.17,1.49
bristly,3.16,1.37
crystalline,3.16,1.4
current,3.16,1.62
downward,3.16,1.37
grainy,3.16,1.18
parallel,3.16,1.29
polychromatic,3.16,1.34
tropic,3.16,1.37
unclasped,3.16,1.55
young,3.16,1.46
southwards,3.16,1.49
addressee,3.16,1.6
ambush,3.16,1.4
antitoxin,3.16,1.46
bellyful,3.16,1.34
butchery,3.16,1.21
byproduct,3.16,1.43
consumption,3.16,1.4
drunkenness,3.16,1.52
exploder,3.16,1.4
falconry,3.16,1.43
glutton,3.16,1.44
hallucinogen,3.16,1.49
kiddo,3.16,1.34
loudmouth,3.16,1.44
meddler,3.16,1.31
projection,3.16,1.51
ravager,3.16,1.4
tandem,3.16,1.55
tingle,3.16,1.28
toots,3.16,1.49
user,3.16,1.34
choreograph,3.16,1.28
dying,3.16,1.43
flagging,3.16,1.03
laddered,3.16,1.25
refracting,3.16,1.31
rethread,3.16,1.55
scouring,3.16,1.49
solidify,3.16,1.34
woolgathering,3.16,1.43
bloomless,3.16,1.49
booklover,3.16,1.46
counterplea,3.16,1.65
